epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,77.6812,1.52152,0.94294,1.28869,0.79041,0.70507,0.76649,0.37309,1.79518,1.20688,1.43197,0.0014456,0.0014456,0.0014456
30,80.3095,1.57436,0.96659,1.28323,0.72269,0.76863,0.77006,0.32035,1.89777,1.32007,1.50874,0.0014258,0.0014258,0.0014258
31,82.9561,1.62394,0.98185,1.33959,0.83352,0.70046,0.7972,0.3644,1.83098,1.15985,1.40078,0.001406,0.001406,0.001406
32,85.5873,1.65766,0.97406,1.31972,0.79113,0.69819,0.78561,0.35717,1.82679,1.13329,1.38512,0.0013862,0.0013862,0.0013862
33,88.2189,1.53583,0.9514,1.29403,0.76286,0.78341,0.83392,0.38169,1.84262,1.09519,1.3828,0.0013664,0.0013664,0.0013664
34,90.901,1.53189,0.91031,1.26302,0.85728,0.74654,0.85347,0.41233,1.7613,0.95072,1.36646,0.0013466,0.0013466,0.0013466
35,93.6435,1.58298,0.95384,1.33008,0.86786,0.69614,0.83689,0.39903,1.79698,1.00374,1.41086,0.0013268,0.0013268,0.0013268
36,96.3308,1.51546,0.88767,1.26022,0.86116,0.77176,0.8558,0.42956,1.73164,0.94471,1.35656,0.001307,0.001307,0.001307
37,99.0999,1.5156,0.90269,1.27145,0.90124,0.75696,0.86566,0.39776,1.82485,0.97893,1.42038,0.0012872,0.0012872,0.0012872
38,101.78,1.57778,0.91107,1.27648,0.89431,0.76959,0.87336,0.40488,1.80712,0.9676,1.3841,0.0012674,0.0012674,0.0012674
39,104.454,1.48061,0.87724,1.23194,0.86371,0.81771,0.88958,0.41267,1.74161,0.94609,1.33969,0.0012476,0.0012476,0.0012476
40,107.151,1.5181,0.8896,1.24944,0.83449,0.80184,0.8614,0.39508,1.79623,0.97974,1.346,0.0012278,0.0012278,0.0012278
41,109.82,1.52632,0.88618,1.26235,0.8472,0.78341,0.8488,0.40841,1.74097,0.94839,1.33197,0.001208,0.001208,0.001208
42,112.494,1.49676,0.8813,1.25136,0.86034,0.73807,0.84688,0.40011,1.76362,0.9278,1.36731,0.0011882,0.0011882,0.0011882
43,115.136,1.46305,0.85057,1.21134,0.85529,0.78985,0.87384,0.40185,1.8002,0.91292,1.35463,0.0011684,0.0011684,0.0011684
44,117.775,1.45153,0.85667,1.21189,0.88588,0.7788,0.87482,0.41639,1.77315,0.89728,1.36293,0.0011486,0.0011486,0.0011486
45,120.439,1.42685,0.84161,1.21081,0.8887,0.77275,0.87074,0.41938,1.74156,0.88188,1.35622,0.0011288,0.0011288,0.0011288
46,123.1,1.47571,0.88778,1.27073,0.85506,0.79724,0.86118,0.40666,1.80314,0.87902,1.4008,0.001109,0.001109,0.001109
47,125.75,1.4551,0.86704,1.22518,0.86985,0.78341,0.86502,0.42163,1.75093,0.86605,1.37134,0.0010892,0.0010892,0.0010892
48,128.411,1.43994,0.83462,1.21678,0.8688,0.76291,0.85389,0.41696,1.75743,0.89057,1.36269,0.0010694,0.0010694,0.0010694
49,131.057,1.41303,0.81632,1.2042,0.84315,0.80184,0.85443,0.41939,1.75003,0.89578,1.37096,0.0010496,0.0010496,0.0010496
50,133.762,1.3825,0.84661,1.22944,0.82116,0.78289,0.845,0.40587,1.80153,0.91426,1.389,0.0010298,0.0010298,0.0010298
51,136.431,1.43342,0.80259,1.2085,0.85378,0.77419,0.84536,0.42289,1.79777,0.87453,1.3699,0.00101,0.00101,0.00101
52,139.08,1.39326,0.79704,1.1811,0.86231,0.7504,0.84431,0.41357,1.74734,0.9131,1.35868,0.0009902,0.0009902,0.0009902
53,141.742,1.41806,0.8148,1.1964,0.83169,0.77421,0.84249,0.40549,1.77823,0.91992,1.3768,0.0009704,0.0009704,0.0009704
54,144.402,1.38557,0.80587,1.20601,0.84478,0.75576,0.85064,0.41286,1.75389,0.85431,1.3419,0.0009506,0.0009506,0.0009506
55,147.034,1.37237,0.7902,1.17809,0.82947,0.82938,0.87403,0.41034,1.79215,0.86305,1.36667,0.0009308,0.0009308,0.0009308
56,149.679,1.34534,0.7709,1.19038,0.81455,0.82989,0.86554,0.41671,1.77557,0.85259,1.36122,0.000911,0.000911,0.000911
57,152.335,1.32341,0.74952,1.14404,0.86615,0.77419,0.87139,0.42493,1.77647,0.85912,1.35888,0.0008912,0.0008912,0.0008912
58,154.983,1.35693,0.78766,1.16839,0.89791,0.75115,0.86142,0.43622,1.771,0.83744,1.34108,0.0008714,0.0008714,0.0008714
59,157.667,1.34483,0.75925,1.16176,0.89069,0.76037,0.85631,0.44412,1.73724,0.82501,1.31941,0.0008516,0.0008516,0.0008516
60,160.398,1.30908,0.7357,1.14002,0.86193,0.77677,0.8658,0.42765,1.77523,0.82374,1.36064,0.0008318,0.0008318,0.0008318
61,163.033,1.27478,0.72954,1.14194,0.83012,0.76959,0.86514,0.43617,1.72713,0.82815,1.32665,0.000812,0.000812,0.000812
62,165.663,1.29757,0.74154,1.15441,0.84824,0.78341,0.86976,0.43083,1.74135,0.84038,1.33913,0.0007922,0.0007922,0.0007922
63,168.347,1.311,0.74611,1.1579,0.88398,0.78341,0.87602,0.43459,1.73879,0.82328,1.32504,0.0007724,0.0007724,0.0007724
64,170.996,1.28048,0.72723,1.1339,0.86376,0.81567,0.89493,0.43107,1.74495,0.83411,1.33317,0.0007526,0.0007526,0.0007526
65,173.645,1.25267,0.70954,1.12226,0.90769,0.7788,0.88244,0.42339,1.78077,0.83445,1.3446,0.0007328,0.0007328,0.0007328
66,176.27,1.26386,0.68676,1.11943,0.89885,0.74654,0.86891,0.43859,1.76201,0.83603,1.34392,0.000713,0.000713,0.000713
67,178.958,1.23633,0.69707,1.11376,0.89818,0.77238,0.88424,0.43661,1.73789,0.82888,1.35398,0.0006932,0.0006932,0.0006932
68,181.621,1.23781,0.71737,1.1463,0.84652,0.78794,0.85868,0.42256,1.74408,0.84821,1.35092,0.0006734,0.0006734,0.0006734
69,184.331,1.24793,0.71968,1.13646,0.83794,0.7788,0.84871,0.43201,1.74485,0.84719,1.34956,0.0006536,0.0006536,0.0006536
70,187.056,1.27387,0.73452,1.15909,0.86168,0.7788,0.86084,0.41808,1.79016,0.84882,1.36345,0.0006338,0.0006338,0.0006338
71,189.746,1.25166,0.69199,1.12484,0.85472,0.78623,0.85144,0.41058,1.75773,0.83949,1.33989,0.000614,0.000614,0.000614
72,192.436,1.25639,0.70281,1.15016,0.86059,0.79655,0.87951,0.42012,1.75489,0.83796,1.34982,0.0005942,0.0005942,0.0005942
73,195.115,1.18274,0.66657,1.10173,0.85561,0.76461,0.87356,0.41858,1.7768,0.81532,1.36369,0.0005744,0.0005744,0.0005744
74,197.796,1.22226,0.69298,1.11215,0.81553,0.82028,0.87682,0.42537,1.74312,0.81424,1.34529,0.0005546,0.0005546,0.0005546
75,200.486,1.18294,0.67756,1.09106,0.88663,0.78802,0.88416,0.42686,1.76043,0.81742,1.35407,0.0005348,0.0005348,0.0005348
76,203.208,1.14722,0.66271,1.09649,0.8921,0.80011,0.88867,0.43419,1.77834,0.78571,1.35497,0.000515,0.000515,0.000515
77,205.818,1.15969,0.64856,1.07807,0.90085,0.79724,0.89112,0.4452,1.76714,0.78516,1.35164,0.0004952,0.0004952,0.0004952
78,208.548,1.15472,0.64308,1.09819,0.85535,0.81752,0.88737,0.4505,1.74446,0.7844,1.34663,0.0004754,0.0004754,0.0004754
79,211.237,1.12678,0.63588,1.08636,0.86655,0.79724,0.87718,0.43496,1.75494,0.78316,1.34859,0.0004556,0.0004556,0.0004556
80,213.864,1.16228,0.65055,1.07959,0.89315,0.78802,0.8795,0.43135,1.74649,0.78355,1.3551,0.0004358,0.0004358,0.0004358
81,216.518,1.15484,0.63544,1.06812,0.86361,0.81567,0.87351,0.42978,1.73603,0.77932,1.36638,0.000416,0.000416,0.000416
82,219.188,1.16077,0.65406,1.08012,0.86907,0.80184,0.87831,0.43817,1.72587,0.77815,1.34533,0.0003962,0.0003962,0.0003962
83,221.887,1.11394,0.62181,1.06876,0.85385,0.81567,0.89029,0.44108,1.72806,0.78164,1.34195,0.0003764,0.0003764,0.0003764
84,224.537,1.14899,0.63459,1.06055,0.86171,0.81567,0.8763,0.44466,1.72237,0.77262,1.33519,0.0003566,0.0003566,0.0003566
85,227.21,1.09847,0.62104,1.05339,0.86456,0.79724,0.87528,0.43725,1.72068,0.77602,1.33371,0.0003368,0.0003368,0.0003368
86,229.9,1.06062,0.61152,1.04905,0.86142,0.79263,0.87467,0.43406,1.73261,0.77808,1.34183,0.000317,0.000317,0.000317
87,232.528,1.05776,0.59641,1.03462,0.89631,0.79672,0.87744,0.4376,1.72555,0.78391,1.34674,0.0002972,0.0002972,0.0002972
88,235.219,1.09322,0.61078,1.05563,0.85037,0.82028,0.87976,0.44098,1.71284,0.79284,1.34539,0.0002774,0.0002774,0.0002774
89,237.854,1.0557,0.60685,1.05096,0.89284,0.7679,0.87648,0.43915,1.71393,0.79723,1.34087,0.0002576,0.0002576,0.0002576
90,240.526,1.10236,0.61466,1.05166,0.875,0.80184,0.8765,0.43514,1.72233,0.78765,1.34687,0.0002378,0.0002378,0.0002378
91,243.642,1.07514,0.65095,1.05309,0.89059,0.80184,0.88453,0.43408,1.74449,0.78232,1.36709,0.000218,0.000218,0.000218
92,246.296,1.0574,0.60474,1.05602,0.89125,0.80184,0.88372,0.4394,1.73345,0.78107,1.36067,0.0001982,0.0001982,0.0001982
93,248.939,1.0436,0.59347,1.05423,0.89777,0.79263,0.88912,0.4485,1.72314,0.78161,1.35019,0.0001784,0.0001784,0.0001784
94,251.618,1.058,0.57035,1.04848,0.89711,0.78341,0.88963,0.44035,1.73609,0.77026,1.36291,0.0001586,0.0001586,0.0001586
95,254.276,1.01659,0.5473,1.04115,0.9021,0.78341,0.8873,0.43705,1.74341,0.77216,1.36926,0.0001388,0.0001388,0.0001388
96,256.884,1.02643,0.55409,1.03959,0.90499,0.79013,0.89253,0.44676,1.72896,0.77217,1.36084,0.000119,0.000119,0.000119
97,259.529,0.97221,0.54669,1.00782,0.89545,0.78941,0.89323,0.45306,1.71514,0.76998,1.35059,9.92e-05,9.92e-05,9.92e-05
98,262.22,0.98972,0.54842,1.0259,0.90619,0.79724,0.88874,0.45435,1.71271,0.76854,1.34974,7.94e-05,7.94e-05,7.94e-05
99,264.959,0.9892,0.54574,1.01224,0.89666,0.81106,0.89606,0.44908,1.71657,0.75776,1.35294,5.96e-05,5.96e-05,5.96e-05
100,267.599,0.99627,0.54641,1.02406,0.90534,0.79338,0.88943,0.44488,1.7195,0.75313,1.35386,3.98e-05,3.98e-05,3.98e-05
